年份,省份,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,能源消费总量,年末常住人口,地区生产总值,人均能源消耗,能源强度,CO2排放量,碳排放强度,第一产业增加值,第二产业增加值,第三产业增加值,人均地区生产总值,Post_green,Treat_green,绿色金融试点DID,全国均值,减排效率,能源消费总量.1,煤炭消费量,焦炭消费量,原油消费量,汽油消费量,煤油消费量,柴油消费量,燃料油消费量,天然气消费量,电力消费量,Post_carbon,Treat_carbon,碳排放交易DID,产业结构高级化,能源利用效率,绿色信贷规模,indus_2,carbon_trading,environmental_tax,gfi_std,ln_pop
2003,江西省,0.11477548,0.02269,0.005843,0.009917,0.003535,0.003395,0.024701,0.01281,3426.0,4254.0,2807.41,0.805359661495063,1.22034188095077,105066056.7,-3.74245502794391,1198.7,3348.6,2395.1,7376,0,1,0,4.08414499624993,0.0836625459232628,3426.0,3088.6,297.68,314.07,59.63,5.32,251.6,39.73,0.0,299.53,0,0,0,0.7152541360568596,0.819442498540572,8.08218250985784e-06,1.192771985566768,0,0,-0.9512619570516027,8.355614995760183
2004,江西省,0.12415851,0.02475,0.00574,0.010515,0.003665,0.00483,0.02374,0.012715,3814.0,4284.0,3456.7,0.890289449112978,1.10336448057396,117143382.5,-3.38887906095409,1647.6,4080.7,2682.9,9047,0,1,0,3.89549779892895,0.130052374336895,3814.0,3943.91,379.57,363.41,61.82,8.66,199.49,46.88,0.0,389.2,0,0,0,0.6574607297767541,0.9063188253801783,7.160008100211185e-06,1.180518992102294,0,0,-0.888756388715125,8.36264243156764
2005,江西省,0.13315436,0.026112,0.006399,0.011426,0.003785,0.004501,0.026956,0.012762,4286.01,4311.24,4056.76,0.994147855373396,1.05651061438192,128307488.2,-3.16280697403839,1844.0,5202.3,3197.2,10978,0,1,0,3.71995059106252,0.149771778787254,4286.0,4242.9,452.86,368.02,64.49,7.14,302.07,31.08,0.11,391.98,0,0,0,0.6145743228956423,0.9465120240036771,6.4366637415080015e-06,1.2823780553939597,0,0,-0.8288300411579178,8.368980844735459
2006,江西省,0.13605908,0.025023,0.006369,0.011163,0.003666,0.003826,0.028668,0.015207,4660.1,4339.13,4820.53,1.0739710494961,0.966719427116935,135783339.3,-2.81677200017425,1869.8,6316.2,3791.9,12761,0,1,0,3.57740717995078,0.212621919036623,4660.51,4592.26,527.26,417.99,65.99,7.95,313.59,26.5,0.68,453.28,0,0,0,0.6003451442322916,1.0344262998648097,5.190922989795728e-06,1.3102708623325652,0,0,-0.8094800897607323,8.37542914617
2007,江西省,0.14263439,0.027037,0.007027,0.012345,0.00379,0.003876,0.030116,0.014078,5052.5,4368.41,5800.25,1.15659931187778,0.871083142967976,154913666.4,-2.67081016163096,2156.7,7904.0,4763.8,15811,0,1,0,3.23986794305777,0.175642276607649,5053.76,5169.99,597.65,396.47,70.61,7.8,295.27,20.95,1.04,516.09,0,0,0,0.6027074898785425,1.1479960415635824,4.661350803844662e-06,1.3626998836257058,0,0,-0.7656783020078929,8.382154377488611
2008,江西省,0.17175654,0.03276,0.00813,0.01418,0.005339,0.005111,0.031376,0.014322,5382.96,4400.1,6971.05,1.22337219608645,0.772187833970492,158256309.8,-2.27019329656221,2575.8,9713.4,5446.7,18879,0,1,0,2.71728515287532,0.164536230524063,5383.0,5267.0,581.4,411.0,75.68,8.01,288.47,26.98,2.5,546.77,0,0,0,0.5607408322523524,1.295021698099187,4.699435522625716e-06,1.3933912394832915,0,0,-0.5716795045053641,8.38938254692082
2009,江西省,0.15739836,0.02869,0.007393,0.01294,0.004555,0.003802,0.031387,0.016331,5812.5,4432.16,7655.18,1.31143731273239,0.759289788091201,176328164.0,-2.30338364349369,2665.7,10324.6,6190.8,20280,0,1,0,2.66960201713366,0.137180887371809,5813.0,5356.0,710.41,451.68,77.21,7.65,293.17,22.04,2.58,609.22,0,0,0,0.5996164500319625,1.3170202150537635,3.7477890787675795e-06,1.348707672451856,0,0,-0.6673273070997764,8.396642328858524
2010,江西省,0.15885048,0.030492,0.007452,0.013342,0.004314,0.005384,0.028046,0.014917,6280.55,4462.25,9451.26,1.407485013166,0.664519862960071,184469389.2,-1.95179678899956,3127.1,12173.5,7354.4,23984,0,1,0,2.40850270516871,0.189622338886747,6354.88,6246.24,772.61,469.92,155.23,8.5,368.75,23.67,3.85,700.51,0,0,0,0.6041319259046288,1.5048459131763938,3.22623650179976e-06,1.2880293209582638,0,0,-0.6576539301743305,8.403408402109617
2011,江西省,0.1955117,0.037902,0.009139,0.016964,0.005658,0.006141,0.031571,0.01542,6847.1,4474.0,11702.82,1.53042020563254,0.585081202650301,202838134.3,-1.73324151187492,3349.3,14021.6,8947.8,27901,0,1,0,2.18035126729488,0.205063175886645,6928.0,6988.0,872.32,432.77,182.76,9.05,392.54,1466.6,6.34,835.0,0,0,0,0.6381440063901409,1.7091644637875887,3.2387065681604947e-06,1.1981385683108858,0,0,-0.4134332048853097,8.406038142050075
2012,江西省,0.18870454,0.035437,0.008575,0.015924,0.005148,0.00579,0.033951,0.015497,7148.3,4475.0,12948.88,1.59738547486034,0.55204002199418,209299499.7,-1.61635214551374,3577.2,15042.6,10342.2,30497,0,1,0,2.01609935715007,0.19827753538963,7232.92,6802.0,878.66,508.22,198.42,9.51,416.65,29.85,10.04,867.67,0,0,0,0.6875274221211759,1.8114628652966438,2.7366845626803247e-06,1.1616912041813656,0,0,-0.45877947411362263,8.406261630708956
2013,江西省,0.19995401,0.036391,0.009113,0.016894,0.005308,0.005076,0.03762,0.017175,7582.9,4476.0,14410.19,1.69412421805183,0.526217905523799,213480851.9,-1.4814575789771,3827.2,15995.4,11809.9,33114,0,1,0,1.91398219724656,0.225981526312881,7583.0,7254.69,854.93,520.28,236.92,1.7,526.48,31.47,13.43,947.11,1,0,0,0.7383310201682984,1.9003534267892233,2.525365730778012e-06,1.1100061831245804,0,0,-0.3838405134757313,8.406485069431817
2014,江西省,0.1868659,0.033275,0.008075,0.015236,0.004892,0.005072,0.034815,0.018262,8055.4,4480.0,15714.63,1.79808035714286,0.512605132923906,211619004.8,-1.34663689059176,3988.2,17139.6,13446.9,35982,0,1,0,1.79640226266579,0.250370076581062,8055.36,7477.31,871.13,472.24,251.8,2.13,526.52,15.8,15.19,1018.52,1,0,0,0.7845515647973116,1.9508193261662983,2.1174536085163952e-06,1.0906779224200633,0,0,-0.47102767519218486,8.40737832540903
2015,江西省,0.19185102,0.034879,0.008866,0.015333,0.004974,0.005707,0.035472,0.016626,8423.44,4485.0,16723.78,1.87813600891862,0.503680388046243,212081930.5,-1.26814590062773,4015.6,17947.9,15120.7,38338,0,1,0,1.71577514742415,0.260890389669317,8423.0,7658.74,891.7,555.96,284.0,10.12,537.51,17.59,18.02,1087.0,1,0,0,0.8424773928983335,1.9853860180638787,2.085593089600557e-06,1.0731963706769643,0,0,-0.43781902523310534,8.408493774492896
2016,江西省,0.20884685,0.03869,0.009936,0.017998,0.005436,0.00532,0.035591,0.018332,8730.06,4496.0,18499.0,1.94173932384342,0.471920644359155,214791718.2,-1.16109907670685,4063.6,18986.9,17198.8,41326,0,1,0,1.62438398605541,0.285206523411734,8730.0,7533.19,839.82,725.75,313.63,12.48,546.71,15.05,20.04,1182.5,1,0,0,0.905824542184348,2.119000327603705,2.0914644034812692e-06,1.0263743986161415,0,0,-0.32460037267629205,8.410943391573527
2017,江西省,0.19860049,0.037873,0.00997,0.016861,0.005993,0.005048,0.034956,0.015319,8971.87,4511.0,20006.31,1.98888716470849,0.448452013389776,215473837.1,-1.07702938272975,4139.3,20940.3,19745.3,45723,1,1,1,1.56738551218677,0.312849726914273,8972.0,7671.45,862.33,699.38,351.52,15.82,556.6,11.95,21.73,1293.98,1,0,0,0.9429330047802562,2.229892987749488,1.893052741859943e-06,1.0466847709547638,0,0,-0.3928570610999837,8.414274137408396
2018,江西省,0.22204804,0.039603,0.010267,0.018285,0.005491,0.00556,0.041443,0.018493,9285.68,4513.0,21984.78,2.05754043873255,0.422368565889675,225201434.8,-1.02435155048174,4311.1,22038.6,23586.2,50714,1,1,1,1.51591455826218,0.324268280887781,9286.0,7877.77,918.13,768.0,374.5,17.93,588.21,11.74,25.93,1428.77,1,0,0,1.0702222464221867,2.3676004342169876,1.8013825928665196e-06,1.0024480572468772,0,1,-0.23665992234544742,8.414717399827001
2019,江西省,0.24278922,0.040427,0.010393,0.01796,0.005922,0.006152,0.043681,0.0231,9889.81761429166,4516.0,24757.5,2.18995075604333,0.399467539706823,226460232.8,-0.914713653640311,4635.7,23035.6,26046.5,54356,1,1,1,1.5000536746505,0.390212717652632,9665.0,7995.94,939.44,787.96,405.37,19.32,598.82,12.25,26.96,1535.7,1,0,0,1.1307063848998942,2.5033323126427756,1.632919317378572e-06,0.9304493587801675,0,1,-0.09849141559771427,8.415381925269553
2020,江西省,0.237125,0.040227,0.0097,0.018554,0.005841,0.006133,0.043795,0.02152,10066.1416376508,4519.45,25691.5,2.22729350643348,0.391808249329576,232048210.3,-0.903210051184244,5354.0,22220.9,26684.5,54691,1,1,1,1.47141701078949,0.38616310361967,9808.6,7976.57,961.92,702.48,387.3,14.19,532.68,9.74,26.2,1627.0,1,0,0,1.200873952000144,2.552268875683711,1.5657707802191386e-06,0.8649125197049609,0,1,-0.1362239274071024,8.416145584006564
2021,江西省,0.23409062,0.041928,0.010705,0.018169,0.006631,0.006422,0.040877,0.01827,10751.1236327974,4517.0,29619.7,2.38014691892792,0.362972063619733,252011242.5,-0.850823075520684,5626.9,23566.4,28878.2,58587,1,1,1,1.36781889095748,0.377970957160048,10517.78,7017.81,942.79,667.23,416.93,17.35,436.67,10.99,35.25,1863.0,1,0,0,1.225397175639894,2.7550329632190333,1.4155443843117925e-06,0.7956326363872693,0,1,-0.156437615996912,8.415603335654604
2022,江西省,0.25153037,0.040505,0.009958,0.017537,0.005681,0.007329,0.045448,0.024352,10989.6,4528.0,32074.7,2.42703180212014,0.342625184335317,262903581.5,-0.819660297680103,5731.3,22140.6,30348.2,58942,1,1,1,1.27047633725244,0.354840170063521,10785.69,7445.6,954.65,719.55,384.77,10.83,431.06,8.05,39.03,1982.98,1,0,0,1.3707035943018708,2.9186412608284193,1.2628333234605467e-06,0.6902823720876579,0,1,-0.04026176604267698,8.41803561988302
2023,江西省,0.39386516,0.045243,0.015372,0.023065,0.010892,0.014397,0.056181,0.036595,11530.0507007281,4515.0,32200.1,2.55372108543258,0.358074996684113,268373058.6,-0.83345411535989,5360.1,22175.3,31597.0,60073,1,1,1,1.2756783895882,0.34665812154352,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.4248736206500026,2.7927110500881516,1.4050577482678625e-06,0.6886717743112599,0,1,0.9079092344766851,8.415160465851086
2024,江西省,0.45379771,0.046521,0.01698,0.024334,0.013014,0.018014,0.059978,0.042928,11942.0496103375,4502.0,34202.5,2.65260986457963,0.349157213956217,270753111.2,-0.791617896937358,5491.4,24346.2,33752.4,64888,1,1,1,1.21200651315194,0.346853429955026,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.3863518742144565,2.864039349693623,1.3601637307214386e-06,0.7118251589796067,0,1,1.3071531993371155,8.412277021466677
2000,河北省,0.19598341,0.03485,0.008717,0.015708,0.004509,0.005917,0.036853,0.017793,11196.0,6674.27,5088.96,1.67748682627463,2.20005659309564,252382234.9,-4.95940692990316,74.8,2215.8,2521.6,30307,0,0,0,4.53658228674969,0.0,11195.71,12115.08,1227.85,747.37,136.44,3.23,181.28,49.39,7.72,809.34,0,0,0,1.138008845563679,0.4545337620578778,6.848157580330755e-06,0.43541312959818906,0,0,-0.41029088288058424,8.806015113991968
2001,河北省,0.20747304,0.036228,0.009145,0.015882,0.005399,0.005802,0.039449,0.018167,10391.0,6699.13,5516.76,1.55109693348241,1.88353308826195,270605987.0,-4.90516148971498,76.1,2413.8,2767.8,32089,0,0,0,4.16809156222866,0.0,10391.0,12641.0,1359.97,670.55,141.85,3.0,168.08,55.37,6.97,869.55,0,0,0,1.146656723837932,0.5309171398325474,6.566897961847171e-06,0.43753942531485873,0,0,-0.3337520832470071,8.80973294620145
2002,河北省,0.20796765,0.036772,0.009403,0.016357,0.004812,0.0062,0.035582,0.019986,11588.0,6735.0,6018.28,1.72056421677803,1.92546707697216,307604087.2,-5.11116277740484,77.7,2635.3,3082.1,34277,0,0,0,4.06804884448575,0.0,13405.0,13739.0,1808.02,697.59,147.41,2.83,169.52,61.08,7.74,965.08,0,0,0,1.169544264410124,0.5193545046599931,6.1100513768053335e-06,0.4378825843928831,0,0,-0.33045721163784614,8.815073088844464
2003,河北省,0.21504497,0.039584,0.010278,0.017517,0.005986,0.005803,0.037287,0.017314,13483.0,6769.44,6921.29,1.99174525514666,1.94804725708647,345945617.4,-4.99828236354784,79.0,3239.6,3485.4,39117,0,0,0,4.08414499624993,0.0,15297.89,14851.4,2591.01,835.19,157.0,2.71,173.82,62.68,8.28,1098.99,0,0,0,1.0758735646376096,0.5133345694578358,5.7191650689394605e-06,0.468063034492125,0,0,-0.2833112567704824,8.820173644612039
2004,河北省,0.22595088,0.038322,0.009798,0.017906,0.005956,0.004664,0.042113,0.022066,15782.0,6808.75,8477.63,2.31789976133652,1.86160518918613,392987144.7,-4.63557792331111,81.4,3872.2,4148.0,44998,0,0,0,3.89549779892895,0.0,17347.79,17073.96,3243.46,939.39,169.86,3.11,210.52,55.56,9.73,1291.41,0,0,0,1.0712256598316203,0.5371708275250284,4.520367130908049e-06,0.4567550128986521,0,0,-0.2106609398924085,8.825963828697883
2005,河北省,0.25983707,0.043071,0.010554,0.018766,0.0063,0.00745,0.04574,0.023351,19836.0,6850.83,10012.11,2.89541559197937,1.98120076587253,455232995.7,-4.54682375343459,88.1,4314.9,4794.2,49377,0,0,0,3.71995059106252,0.0,19745.1,20542.39,4498.24,1003.29,221.91,3.21,438.68,60.78,9.14,1501.92,0,0,0,1.1110802104336137,0.5047444041137327,4.301890410712627e-06,0.4309680976337654,0,0,0.015073771038694242,8.832125091799247
2006,河北省,0.23732048,0.039682,0.010326,0.017932,0.00601,0.005414,0.043321,0.022932,21794.0,6897.86,11467.6,3.15953063703815,1.90048484425686,493225832.6,-4.3010379905124,91.6,4929.2,5578.2,54996,0,0,0,3.57740717995078,0.0,21690.37,21345.42,5460.55,1046.69,263.78,5.88,484.39,54.33,2.81,1734.83,0,0,0,1.1316643674429927,0.5261815178489493,3.460357877847152e-06,0.4298371062820468,0,0,-0.1349217266789352,8.83896649755293
2007,河北省,0.25305105,0.045639,0.011394,0.020273,0.006977,0.006995,0.044405,0.017907,23585.0,6943.19,13607.32,3.39685360763568,1.73325827569279,542366122.4,-3.98584087388259,99.4,5677.5,7101.8,63951,0,0,0,3.23986794305777,0.0,23489.86,24548.51,5127.33,1124.77,249.04,6.22,532.74,48.31,12.05,2013.68,0,0,0,1.2508674592690445,0.5769480602077591,3.3540035804258296e-06,0.41723866271977145,0,0,-0.030131672921594074,8.845516602070903
2008,河北省,0.27983034,0.046026,0.010603,0.020374,0.007067,0.007981,0.05081,0.023304,24322.0,6988.82,16011.97,3.4801296928523,1.51898860664865,559464590.1,-3.49403970966721,109.4,6215.5,8212.1,69154,0,0,0,2.71728515287532,0.0,24322.0,24419.0,6007.69,1357.63,211.11,7.37,531.73,65.82,17.17,2095.02,0,0,0,1.3212291851017617,0.6583327851328016,2.8744745337394462e-06,0.3881783440763379,0,0,0.14826003435178695,8.852067008387994
2009,河北省,0.29440991,0.053788,0.013919,0.024689,0.00811,0.00707,0.043888,0.022491,25419.0,7034.4,17235.48,3.61352780620948,1.47480661983304,629285923.8,-3.65110762102361,112.4,6184.8,9445.3,72363,0,0,0,2.66960201713366,0.0,25419.0,26516.0,6208.83,1379.12,212.06,6.25,521.67,59.76,23.11,2344.18,0,0,0,1.5271795369292458,0.6780549982296707,3.1207718032802105e-06,0.3588411810985247,0,0,0.2453826385586858,8.858567678064793
2010,河北省,0.28070786,0.047109,0.012006,0.020865,0.007297,0.00694,0.052672,0.021677,27531.0,7193.6,20394.26,3.82715191281139,1.34993865921097,669982233.8,-3.2851509875818,114.5,7434.9,10366.1,79396,0,0,0,2.40850270516871,0.0,27531.11,27464.72,7319.0,1396.65,238.75,7.34,691.94,38.53,29.47,2691.52,0,0,0,1.3942487457800374,0.7407743997675347,2.3099146524561322e-06,0.36455845909584367,0,0,0.15410568190131238,8.880947020819262
2011,河北省,0.30657403,0.052383,0.013508,0.022977,0.008206,0.007692,0.052556,0.023093,29498.0,7232.0,24515.76,4.07881637168142,1.20322600645462,720318762.9,-2.93818654979491,126.4,8169.3,11713.9,85897,0,0,0,2.18035126729488,0.0,29498.0,30792.0,8399.88,1564.68,305.74,8.94,796.12,47.29,35.09,2985.0,0,0,0,1.433892744788415,0.8310990575632246,2.136707163065718e-06,0.33322646330360556,0,0,0.32641459027504116,8.886270902072013
2012,河北省,0.32484116,0.056441,0.013293,0.025858,0.008562,0.008727,0.052711,0.023918,30250.0,7262.0,26575.01,4.16551914073258,1.13828743620416,742070102.2,-2.79236057559339,129.3,8174.1,13002.1,89613,0,0,0,2.01609935715007,0.0,30250.21,31359.0,8402.28,1547.61,318.33,7.79,821.36,24.53,45.13,3077.82,0,0,0,1.5906460650102152,0.8785127272727272,2.1238373946049317e-06,0.30758596139756866,0,0,0.44810207742219105,8.89041055197428
2013,河北省,0.31893318,0.052255,0.013353,0.023164,0.008363,0.007374,0.052788,0.028336,29664.0,7288.0,28442.95,4.07025246981339,1.04292979455366,780300394.4,-2.74338770908081,131.6,8286.5,14786.0,95746,0,0,0,1.91398219724656,0.0,29664.0,31663.27,8339.85,1385.89,347.55,17.59,800.57,35.18,49.86,3251.19,1,0,0,1.7843480359621071,0.958837311218986,1.837186367799402e-06,0.2913375722279159,0,0,0.4087457450199132,8.893984438939794
2014,河北省,0.34216468,0.055842,0.014531,0.02475,0.008817,0.007744,0.057234,0.029146,29320.0,7323.0,29421.15,4.00382356957531,0.996561997066736,800572356.2,-2.72107771518109,132.0,8633.3,16504.5,102827,0,0,0,1.79640226266579,0.0,29320.21,29635.54,8127.2,1356.61,314.64,17.59,788.8,31.97,56.08,3314.11,1,0,0,1.9117255278977914,1.003449863574352,1.8980223410709643e-06,0.29343856375430594,0,0,0.5635036548644816,8.89877535906107
2015,河北省,0.36806312,0.059465,0.015623,0.026684,0.008097,0.009061,0.061454,0.031173,31037.0,7345.0,29806.11,4.22559564329476,1.04129656637515,762457612.3,-2.55805810385857,125.5,8408.7,18352.8,109186,0,0,0,1.71577514742415,0.0,31037.0,31700.5,7905.6,1666.82,405.32,8.24,484.18,51.73,72.97,3176.0,1,0,0,2.182596596382318,0.9603412056577634,1.995060744256798e-06,0.2821132982465676,0,0,0.7360275316109235,8.901775088607979
2016,河北省,0.35473074,0.057987,0.015014,0.026317,0.008804,0.007852,0.060118,0.029563,31458.0,7375.0,32070.45,4.26549152542373,0.980902980781374,746985038.0,-2.32920036357457,114.3,8570.2,21202.4,121369,0,0,0,1.62438398605541,0.0,31458.0,30863.5,8294.9,1761.93,434.86,11.46,503.59,53.7,80.95,3264.52,1,0,0,2.4739679354040747,1.0194688155636087,1.8081130760559953e-06,0.26723042551632425,0,0,0.6472131519086429,8.905851181208021
2017,河北省,0.37486395,0.062223,0.016238,0.027701,0.009043,0.009241,0.059662,0.030135,32083.0,7409.0,34016.32,4.33027399109192,0.943164927893435,752269261.4,-2.21149513351238,110.8,9525.9,23288.3,133489,1,0,0,1.56738551218677,0.0,32083.0,30174.5,8700.26,1542.17,380.39,27.56,526.81,43.13,95.12,3441.74,1,0,0,2.4447348806936877,1.060259950752735,1.82921021439121e-06,0.28003911063865816,0,0,0.7813316331974862,8.910450756416656
2018,河北省,0.39678221,0.067445,0.016709,0.030661,0.01053,0.009545,0.057791,0.031622,32185.0,7426.0,36010.27,4.33409641799084,0.893772804258341,793603585.5,-2.20382570166789,104.8,10360.8,25546.3,145767,1,0,0,1.51591455826218,0.0,32185.0,29593.75,9341.63,1704.43,489.83,27.65,441.96,121.36,133.07,3665.66,1,0,0,2.46566867423365,1.1188525710734814,1.8729379146560137e-06,0.2877179204710212,0,1,0.9273413228442938,8.912742634737025
2019,河北省,0.39437989,0.060066,0.014417,0.026899,0.008832,0.009919,0.071925,0.033437,32545.0,7447.0,35104.52,4.37021619444071,0.927088591440646,825793015.4,-2.35238372551455,107.1,10193.6,27686.9,153299,1,0,0,1.5000536746505,0.0,32545.0,28738.44,9371.81,2091.04,423.19,32.17,464.49,103.77,165.48,3856.06,1,0,0,2.7161061842724847,1.078645567675526,1.7110617094322898e-06,0.29037856093745196,0,1,0.9113381365679963,8.915566545710645
2020,河北省,0.42059324,0.070092,0.018575,0.030795,0.010147,0.010575,0.065772,0.031304,32782.76,7463.84,36206.89,4.39221097987095,0.905428773363302,823045514.0,-2.27317373571715,107.7,10258.6,28597.1,156803,1,0,0,1.47141701078949,0.0,32783.0,28176.87,9609.9,2115.58,420.13,13.64,452.51,93.5,154.24,3934.0,1,0,0,2.787622092683212,1.1044491067866158,1.9358746360154104e-06,0.2833328131745091,0,1,1.0859598035298417,8.917825306070197
2021,河北省,0.43679461,0.07062,0.018224,0.032023,0.010439,0.009934,0.071535,0.034452,33085.8515598411,7448.0,40391.3,4.44224645003237,0.819133119256897,816163103.9,-2.0206408407256,96.1,11366.7,32190.4,175420,1,0,0,1.36781889095748,0.0,32590.1,24588.54,8464.94,2115.58,559.64,10.44,490.67,96.16,154.24,4294.0,1,0,0,2.8319916950390174,1.2208027932104397,1.7483963130674178e-06,0.2814145620467774,0,1,1.1938861172770598,8.915700818956903
2022,河北省,0.44776345,0.071594,0.01787,0.031763,0.011037,0.010924,0.072476,0.03533,32538.48,7420.0,42370.4,4.38523989218329,0.767953099333497,788292819.0,-1.86048000254895,100.0,11407.2,33302.0,180536,1,0,0,1.27047633725244,0.0,32538.48,24815.22,8342.58,2184.52,479.54,10.03,458.13,179.64,188.02,4559.75,1,0,0,2.9193842485447785,1.3021628545648107,1.689717349848007e-06,0.26922568585616374,0,1,1.266955645797366,8.911934336161426
2023,河北省,0.54920567,0.077031,0.021979,0.035967,0.016098,0.016376,0.077879,0.040672,33615.0,7393.0,43944.1,4.54686865954281,0.764949105795772,793394070.9,-1.80546210048675,96.1,11613.0,35509.6,190321,1,0,0,1.2756783895882,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3.0577456298975285,1.3072765134612523,1.7529315653295892e-06,0.26426755810222535,0,1,1.9427185512142724,8.9082888855571
2024,河北省,0.59172612,0.079416,0.023487,0.037306,0.017812,0.018484,0.083087,0.042875,34691.52,7378.0,47526.9,4.70202222824614,0.729934416088573,782182428.9,-1.64576782601011,99.7,11637.6,42189.4,217140,1,0,0,1.21200651315194,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3.625266377947343,1.3699860945844982,1.670969493066032e-06,0.2448634352335204,0,1,2.2259708581101028,8.906257878156621
2000,河南省,0.09770716,0.021593,0.005608,0.0097,0.003154,0.003131,0.021136,0.010319,7919.0,9488.0,5137.66,0.834633220910624,1.54136318868901,222162202.7,-4.32419044273074,1048.3,4435.9,3069.5,11765,0,0,0,4.53658228674969,0.0468175887913017,7918.84,8724.85,426.75,610.58,120.86,14.34,155.02,57.55,11.23,718.52,0,0,0,0.6919678081110936,0.6487763606515974,4.202886138825847e-06,0.8634086335024116,0,0,-1.0649635057143338,9.157783121237507
2001,河南省,0.09755349,0.021051,0.00509,0.009543,0.003104,0.003314,0.021124,0.010984,8367.0,9555.0,5533.01,0.875667189952904,1.51219679704175,239454149.9,-4.32773752261427,1094.5,4907.5,3454.9,12879,0,0,0,4.16809156222866,0.0,8244.0,9325.0,486.66,598.2,124.03,13.16,157.87,65.87,13.11,808.41,0,0,0,0.7040040753948039,0.661289590056173,3.804619908512726e-06,0.8869494181286497,0,0,-1.0659871868371977,9.164819856674374
2002,河南省,0.11508718,0.024636,0.00631,0.011432,0.003712,0.003182,0.024329,0.010755,9005.0,9613.0,6035.48,0.936752314574014,1.492010577452,255729069.0,-4.23709579022712,1110.4,5604.5,3891.9,14369,0,0,0,4.06804884448575,0.0,9055.0,10333.0,505.47,601.64,119.5,13.28,156.27,70.24,14.63,927.56,0,0,0,0.6944241234722098,0.6702365352581898,4.0818625859086605e-06,0.928592257782314,0,0,-0.9491855504270388,9.170871628065816
2003,河南省,0.1292049,0.026039,0.006632,0.011991,0.004177,0.003239,0.02532,0.013383,10595.0,9667.0,6867.7,1.09599668976932,1.54272900679995,296511988.2,-4.31748603171367,1162.5,6787.1,4493.3,16743,0,0,0,4.08414499624993,0.0,10594.88,11419.97,520.66,37.12,121.99,12.74,168.68,78.36,16.77,1054.64,0,0,0,0.6620353317322568,0.6482019820670127,3.791516810577049e-06,0.98826390203416,0,0,-0.8551395852947461,9.176473302464606
2004,河南省,0.12824297,0.026113,0.006552,0.011906,0.003755,0.003899,0.024844,0.012819,13074.0,9717.0,8553.79,1.34547699907379,1.528445285657,360704335.3,-4.21689491207991,1300.4,8325.8,5197.0,19790,0,0,0,3.89549779892895,0.0,13074.16,14937.64,818.01,704.54,221.95,12.63,274.83,77.25,20.29,1299.63,0,0,0,0.6242042806697254,0.6542595992045281,3.052798817833966e-06,0.9733463178310431,0,0,-0.8615475346831534,9.181632207839439
2005,河南省,0.12487746,0.024683,0.006128,0.01121,0.003801,0.003544,0.025633,0.013324,14625.0,9380.0,10587.42,1.5591684434968,1.38135636444006,409374009.2,-3.8666078156907,1390.2,10234.1,6497.1,23984,0,0,0,3.71995059106252,0.0,14624.6,18467.89,994.37,668.82,234.54,13.91,329.47,78.46,23.71,1352.74,0,0,0,0.6348482035547826,0.7239261538461539,2.331351736305918e-06,0.9666283192694727,0,0,-0.8839670639068796,9.14633504200027
2006,河南省,0.13490728,0.025541,0.006366,0.011526,0.003915,0.003735,0.02863,0.01403,16234.0,9392.0,12362.79,1.72849233390119,1.31313400939432,453770064.9,-3.6704503182534,1468.3,11991.1,7781.4,27868,0,0,0,3.57740717995078,0.0,16235.32,21002.82,1192.23,696.57,249.69,16.03,346.01,70.37,30.53,1534.21,0,0,0,0.6489312907072745,0.7615368978686707,2.065957603421234e-06,0.9699347800941372,0,0,-0.8171528685549976,9.147613542067878
2007,河南省,0.15477076,0.030568,0.00781,0.014235,0.004476,0.004048,0.028709,0.014243,17838.0,9360.0,15012.46,1.90576923076923,1.18821299107541,498979481.6,-3.32376893327276,1715.6,14497.4,9775.4,33798,0,0,0,3.23986794305777,0.0,17841.0,23171.0,1437.05,713.83,210.9,17.03,460.51,62.78,33.14,1864.14,0,0,0,0.6742864237725386,0.8415999551519228,2.036175283730981e-06,0.9656911658715494,0,0,-0.6848312084366502,9.144200569471638
2008,河南省,0.16638113,0.0311,0.007744,0.014057,0.004531,0.004768,0.030956,0.01591,18976.0,9429.0,18018.53,2.01251458267048,1.0531380750816,515464760.6,-2.8607481331718,1988.2,17051.1,11906.2,39967,0,0,0,2.71728515287532,0.0,18976.0,23868.0,1488.98,704.22,191.75,16.5,543.45,46.08,38.23,2092.63,0,0,0,0.6982658010333646,0.9495431070826307,1.7260009556828443e-06,0.9463091606252008,0,0,-0.6074880926790763,9.151545325465678
